-0.86,-0.19,0.34,-11,-4,-14,268,453,604,535,445,Comment allez-vous ?
-0.98,0.09,0.55,6,14,-3,277,609,767,587,492,Comment allez-vous ?
-1.03,-0.13,0.3,4,0,2,281,705,835,601,505,Comment allez-vous ?
-0.98,-0.09,0.33,2,-2,2,267,704,834,601,504,Comment allez-vous ?
-0.83,-0.15,0.23,13,41,-30,273,462,600,527,443,Comment allez-vous ?
-1.02,-0.009999999,0.4,-2,11,-7,281,668,801,603,504,Comment allez-vous ?
-1.58,0.06,0.62,-54,-213,76,264,479,643,532,446,Comment allez-vous ?
-1.06,-0.12,0.33,3,-1,4,327,696,832,576,492,Comment allez-vous ?
-1.0,-0.09,0.33,2,1,2,293,693,828,584,491,Comment allez-vous ?
-1.45,0.15,0.46,-27,-91,49,276,524,686,561,454,Comment allez-vous ?
-0.85,-0.16,0.18,-14,-31,40,276,462,614,547,444,Comment allez-vous ?
-1.03,-0.03,0.4,-12,-6,15,280,664,805,608,504,Comment allez-vous ?
-1.46,-0.03,0.71,-35,-126,54,266,508,677,545,456,Comment allez-vous ?
-1.0,-0.12,0.33,2,0,-5,285,702,836,611,507,Comment allez-vous ?
-1.01,-0.08,-0.11,-31,-117,84,258,471,624,529,446,Comment allez-vous ?
-0.73,-0.26,0.18,8,31,-33,257,470,619,531,448,Comment allez-vous ?
-1.01,-0.07,0.35,-8,1,15,277,636,780,579,486,Comment allez-vous ?
-0.99,-0.05,0.25,21,30,-25,274,602,754,563,470,Comment allez-vous ?
-1.03,-0.1,0.28,-4,-4,4,283,703,835,596,505,Comment allez-vous ?
-1.03,-0.08,0.27,-1,6,1,285,687,816,577,499,Comment allez-vous ?
-1.1,0.02,0.41,10,22,-11,270,544,710,554,468,Comment allez-vous ?
-1.16,0.08,0.46,3,13,-26,268,557,718,561,478,Comment allez-vous ?
-1.06,-0.05,0.27,1,-4,-2,294,703,833,600,504,Comment allez-vous ?
-0.99,-0.13,0.25,1,-2,0,297,696,827,592,495,Comment allez-vous ?
-1.02,-0.07,0.25,33,70,-62,283,512,655,560,456,Comment allez-vous ?
-1.14,0.07,0.47,-2,32,-33,279,544,703,563,463,Comment allez-vous ?
-0.9700001,-0.009999999,0.3,4,24,-11,280,619,767,588,492,Comment allez-vous ?
-1.04,-0.07,0.32,2,4,-3,284,691,816,555,502,Comment allez-vous ?
-1.02,-0.1,0.28,2,-2,-1,285,691,815,553,490,Comment allez-vous ?
-1.02,-0.1,0.22,-2,2,3,286,683,804,561,492,Comment allez-vous ?
-0.75,-0.33,0.32,-19,-16,1,263,434,574,526,439,Comment allez-vous ?
-0.95,-0.15,0.28,14,29,-34,259,462,604,531,447,Comment allez-vous ?
-1.04,-0.08,0.32,-7,0,-4,280,688,820,588,507,Comment allez-vous ?
-0.99,-0.11,0.27,3,3,-1,283,692,822,575,500,Comment allez-vous ?
-1.0,-0.09,0.26,-1,-2,1,285,681,805,575,497,Comment allez-vous ?
-1.09,-0.02,0.39,-9,-14,28,279,613,748,561,475,Comment allez-vous ?
-0.99,-0.04,0.44,13,16,-43,279,589,743,571,475,Comment allez-vous ?
-0.99,0.0,0.39,5,17,-7,274,620,766,584,496,Comment allez-vous ?
-1.01,-0.18,0.19,-4,-1,2,310,691,819,598,504,Comment allez-vous ?
-0.75,-0.17,0.06,-25,-26,13,262,437,581,512,436,Comment allez-vous ?
-1.04,-0.04,0.38,16,28,-30,270,580,736,574,482,Comment allez-vous ?
-1.04,0.04,0.55,-28,-5,18,264,614,758,587,491,Comment allez-vous ?
-1.0,-0.11,0.31,1,11,-4,293,701,827,589,514,Comment allez-vous ?
-1.03,-0.12,0.23,-1,-2,-2,292,700,820,588,509,Comment allez-vous ?
-1.02,-0.09,0.24,-1,-1,0,290,689,806,590,507,Comment allez-vous ?
-0.98,-0.07,0.28,-2,1,3,290,688,804,589,505,Comment allez-vous ?
-1.0,-0.06,0.39,11,28,-42,273,574,734,579,486,Comment allez-vous ?
-0.76,-0.28,0.37,-9,-5,-27,262,454,584,523,442,Comment allez-vous ?
-1.06,-0.06,0.28,2,-8,-7,275,702,816,588,511,Comment allez-vous ?
-1.01,-0.06,0.26,-27,-58,42,268,470,611,534,452,Comment allez-vous ?
-1.03,-0.09,0.29,-6,4,-7,271,630,770,582,500,Comment allez-vous ?
-0.8,-0.15,0.3,-2,16,-22,259,430,575,527,444,Comment allez-vous ?
-1.03,-0.09,0.22,1,-3,5,263,656,790,570,503,Comment allez-vous ?
-1.02,-0.13,0.26,1,-2,-3,288,683,808,549,493,Comment allez-vous ?
-0.99,-0.03,0.3,-17,-11,25,288,633,751,568,483,Comment allez-vous ?
-1.19,-0.009999999,0.2,-32,-126,51,273,480,624,538,454,Comment allez-vous ?
-1.03,-0.009999999,0.36,-20,-12,20,280,633,775,599,507,Comment allez-vous ?
-1.12,-0.13,0.17,-42,-144,60,259,452,600,527,444,Comment allez-vous ?
-1.02,-0.14,0.27,8,3,-5,285,699,830,595,526,Comment allez-vous ?
-0.85,-0.19,0.23,-5,3,1,285,460,594,522,441,Comment allez-vous ?
-0.72,-0.24,-0.09,-29,-14,-2,254,452,590,536,443,Comment allez-vous ?
-1.03,-0.1,0.29,46,58,-45,262,499,647,560,464,Comment allez-vous ?
-1.02,-0.1,0.25,-2,2,3,273,688,814,606,510,Comment allez-vous ?
-1.01,-0.11,0.22,1,0,1,274,687,812,607,509,Comment allez-vous ?
-1.01,-0.11,0.24,0,1,2,354,683,807,551,493,Comment allez-vous ?
-1.01,-0.11,0.24,-2,-1,0,348,683,807,551,492,Comment allez-vous ?
-1.18,-0.03,0.07,-40,-151,70,280,445,592,520,440,Comment allez-vous ?
-0.91,-0.1,0.17,14,46,-21,274,464,600,531,448,Comment allez-vous ?
-1.04,-0.02,0.27,-7,9,4,281,667,798,589,496,Comment allez-vous ?
-0.78,-0.23,0.24,-25,-12,9,280,481,622,534,451,Comment allez-vous ?
-0.84,-0.04,0.27,12,32,-7,270,428,567,521,436,Comment allez-vous ?
-1.39,0.06,0.26,-26,-136,52,251,467,617,528,449,Comment allez-vous ?
-1.02,0.02,0.34,9,10,-45,261,640,783,576,489,Comment allez-vous ?
-0.98,-0.1,0.27,2,6,5,269,686,820,584,490,Comment allez-vous ?
-0.99,-0.09,0.26,1,4,1,272,679,812,583,492,Comment allez-vous ?
-1.02,-0.08,0.26,-2,0,0,272,680,812,584,494,Comment allez-vous ?
-0.88,-0.17,0.27,25,54,1,271,452,587,540,444,Comment allez-vous ?
-1.11,0.09,0.47,15,20,-20,264,592,748,576,483,Comment allez-vous ?
-0.9700001,-0.18,0.21,3,8,-7,270,666,801,592,500,Comment allez-vous ?
-1.01,-0.11,0.24,-2,2,4,279,691,815,579,493,Comment allez-vous ?
-0.89,-0.11,0.24,26,56,4,260,472,609,547,455,Comment allez-vous ?
-1.0,-0.11,0.23,0,3,3,270,682,808,595,502,Comment allez-vous ?
-1.02,-0.11,0.21,-1,1,2,270,679,803,597,499,Comment allez-vous ?
-1.02,-0.09,0.21,0,1,1,271,676,800,600,503,Comment allez-vous ?
-1.06,-0.09,0.26,-3,-1,22,264,607,739,542,473,Comment allez-vous ?
-0.93,-0.17,0.11,51,71,-6,262,471,608,539,455,Comment allez-vous ?
-0.85,-0.1,0.14,16,53,-16,256,450,583,537,449,Comment allez-vous ?
-0.98,-0.009999999,0.43,20,24,-8,265,624,783,604,503,Comment allez-vous ?
-1.02,-0.13,0.21,2,4,1,267,668,814,595,501,Comment allez-vous ?
-0.82,-0.1,0.26,-4,16,-4,243,451,590,563,457,Comment allez-vous ?
-0.94,-0.05,0.18,8,9,-14,260,613,764,593,496,Comment allez-vous ?
-0.92,-0.05,0.22,1,10,-14,260,614,764,594,501,Comment allez-vous ?
-1.02,-0.1,0.27,2,19,5,263,679,815,614,527,Comment allez-vous ?
-1.0,-0.09,0.21,-1,-2,2,263,671,809,554,500,Comment allez-vous ?
-1.0,-0.08,0.24,0,4,5,268,652,787,563,497,Comment allez-vous ?
-0.89,-0.07,0.19,18,34,2,259,454,584,540,448,Comment allez-vous ?
-0.9700001,-0.1,0.25,24,29,-6,258,474,607,516,452,Comment allez-vous ?
-1.08,0.03,0.32,-7,0,-7,264,663,796,592,499,Comment allez-vous ?
-1.0,-0.13,0.23,-1,1,-2,267,680,816,575,497,Comment allez-vous ?
-1.01,-0.08,0.22,-1,4,5,270,669,799,577,499,Comment allez-vous ?
-0.9,-0.21,-0.25,-45,-103,53,237,454,595,534,448,Comment allez-vous ?
-1.02,-0.12,0.27,13,44,-14,238,461,592,540,454,Comment allez-vous ?
-0.93,-0.12,0.29,-7,13,17,258,671,803,602,515,Comment allez-vous ?
-1.01,-0.15,0.18,1,3,5,257,666,800,595,501,Comment allez-vous ?
-0.98,-0.08,0.27,-10,3,9,265,646,772,593,503,Comment allez-vous ?
-1.03,-0.2,0.31,58,90,-52,253,501,647,554,467,Comment allez-vous ?
-1.0,-0.05,0.33,-6,10,-11,257,655,791,596,507,Comment allez-vous ?
-0.9599999,-0.25,0.19,6,28,-9,259,677,810,576,497,Comment allez-vous ?
-1.0,-0.12,0.23,1,-3,0,261,691,818,581,499,Comment allez-vous ?
-1.09,0.11,0.51,-27,-20,58,257,584,733,569,476,Comment allez-vous ?
-1.13,0.07,0.48,11,36,-50,259,539,699,575,481,Comment allez-vous ?
-1.08,-0.05,0.25,22,54,-49,261,555,716,572,492,Comment allez-vous ?
-1.03,-0.1,0.24,0,11,-4,264,673,808,595,518,Comment allez-vous ?
-1.0,-0.12,0.25,0,2,2,264,694,828,557,492,Comment allez-vous ?
-0.9700001,-0.2,0.23,37,79,-39,260,502,647,543,465,Comment allez-vous ?
-1.03,-0.09,0.18,8,30,-5,263,571,725,558,473,Comment allez-vous ?
-1.04,-0.05,0.44,-15,11,21,266,638,775,576,497,Comment allez-vous ?
-1.02,-0.09,0.3,6,4,-10,269,688,824,591,499,Comment allez-vous ?
-1.06,-0.11,0.28,-2,1,1,270,696,830,596,502,Comment allez-vous ?
-0.92,-0.05,0.28,-22,-35,9,231,462,612,532,454,Comment allez-vous ?
-0.9700001,-0.04,0.3,7,10,-1,260,603,759,584,491,Comment allez-vous ?
-1.06,-0.06,0.31,3,15,-1,261,645,787,598,510,Comment allez-vous ?
-1.02,-0.06,0.27,-1,6,7,260,659,803,611,525,Comment allez-vous ?
-1.0,-0.11,0.22,0,1,2,261,665,806,562,502,Comment allez-vous ?
-1.1,-0.0,0.32,-7,-13,32,257,608,750,537,470,Comment allez-vous ?
-1.1,-0.04,0.36,23,45,-34,251,524,683,551,471,Comment allez-vous ?
-1.09,-0.03,0.45,6,20,-19,253,599,755,589,505,Comment allez-vous ?
-1.04,-0.13,0.21,-2,-4,4,257,687,825,583,503,Comment allez-vous ?
-1.01,-0.14,0.22,0,-1,-1,257,686,820,532,500,Comment allez-vous ?
-1.09,-0.1,-0.03,-30,-132,51,270,479,624,524,455,Comment allez-vous ?
-1.1,0.05,0.49,-2,30,-33,271,528,692,544,473,Comment allez-vous ?
-0.86,-0.16,0.08,-6,-16,34,229,457,599,524,450,Comment allez-vous ?
-1.02,-0.18,0.15,5,5,0,253,681,819,573,508,Comment allez-vous ?
-1.01,-0.14,0.23,-1,-3,0,287,681,820,572,504,Comment allez-vous ?
-0.86,-0.22,0.26,0,0,-7,267,446,584,534,448,Comment allez-vous ?
-1.0,-0.08,0.29,-2,2,8,269,657,801,588,505,Comment allez-vous ?
-1.07,-0.0,0.47,-20,-18,33,261,597,751,574,491,Comment allez-vous ?
-1.01,-0.17,0.21,2,4,-1,265,688,814,582,493,Comment allez-vous ?
-1.0,-0.16,0.25,-1,0,3,271,693,817,581,497,Comment allez-vous ?
-0.98,-0.14,0.29,0,4,-18,267,651,784,591,508,Comment allez-vous ?
-1.06,-0.08,0.3,2,9,2,268,653,791,597,508,Comment allez-vous ?
-1.04,-0.05,0.31,-8,8,-5,262,647,783,596,513,Comment allez-vous ?
-1.03,-0.16,0.26,0,-3,-12,266,689,825,590,521,Comment allez-vous ?
-1.02,-0.13,0.26,-2,-1,-1,268,692,826,583,510,Comment allez-vous ?
-0.99,-0.07,0.25,-7,1,3,268,668,796,588,506,Comment allez-vous ?
-0.77,-0.25,0.29,-7,3,-13,258,455,593,537,448,Comment allez-vous ?
-0.83,-0.16,0.16,15,35,-13,255,468,608,538,459,Comment allez-vous ?
-1.07,0.03,0.29,-1,-2,-9,264,667,802,601,515,Comment allez-vous ?
-0.99,-0.15,0.24,0,1,1,269,703,831,595,520,Comment allez-vous ?
-0.87,-0.2,-0.07,-44,-85,10,254,451,592,520,448,Comment allez-vous ?
-1.03,-0.009999999,0.33,16,31,-5,263,597,750,574,490,Comment allez-vous ?
-0.92,-0.1,0.19,12,22,-1,259,619,766,585,504,Comment allez-vous ?
-1.0,-0.11,0.23,3,1,-2,268,682,815,584,504,Comment allez-vous ?
-1.0,-0.12,0.26,2,3,3,270,682,816,581,504,Comment allez-vous ?
-1.4,-0.009999999,0.67,-22,-74,28,259,510,664,550,480,Comment allez-vous ?
-1.16,0.02,0.4,15,34,-37,256,526,687,570,486,Comment allez-vous ?
-1.27,0.13,0.62,-23,-55,76,254,546,696,548,473,Comment allez-vous ?
-1.02,-0.1,0.24,2,5,10,252,691,824,605,528,Comment allez-vous ?
-1.02,-0.11,0.24,0,-1,2,256,692,823,600,524,Comment allez-vous ?
-1.04,-0.07,0.22,1,-1,2,258,679,805,585,516,Comment allez-vous ?
-0.9700001,-0.06,0.22,12,26,9,258,595,750,584,496,Comment allez-vous ?
-1.23,0.0,0.47,36,55,-57,255,547,703,562,491,Comment allez-vous ?
-0.98,-0.13,0.2,-7,6,-8,260,687,820,584,512,Comment allez-vous ?
-0.98,-0.12,0.26,1,-2,-2,282,691,827,588,510,Comment allez-vous ?
-0.68,-0.35,0.09,-19,-12,-3,259,454,587,539,449,Comment allez-vous ?
-0.9700001,0.009999999,0.32,-7,13,12,265,644,783,595,505,Comment allez-vous ?
-0.9700001,0.02,0.23,12,1,-11,258,595,755,583,500,Comment allez-vous ?
-0.99,-0.1,0.23,-4,3,1,270,696,819,611,533,Comment allez-vous ?
-1.01,-0.07,0.22,0,0,0,269,691,816,609,528,Comment allez-vous ?
-0.9700001,0.009999999,0.41,-17,10,3,265,627,774,601,508,Comment allez-vous ?
-1.01,0.02,0.39,-17,-4,27,264,587,736,589,489,Comment allez-vous ?
-0.93,-0.19,-0.52,-78,-164,25,199,427,564,519,443,Comment allez-vous ?
-1.01,-0.11,0.22,-1,4,2,238,667,803,610,519,Comment allez-vous ?
-1.01,-0.13,0.23,3,-8,-8,245,663,799,606,513,Comment allez-vous ?
-0.98,-0.11,-0.0,-27,-82,24,261,457,600,519,455,Comment allez-vous ?
-1.0,-0.06,0.25,17,13,-9,254,584,745,552,492,Comment allez-vous ?
-1.04,-0.02,0.21,-12,8,-6,251,656,796,587,531,Comment allez-vous ?
-1.1,-0.11,0.27,-3,6,4,253,673,811,584,526,Comment allez-vous ?
-1.01,-0.07,0.17,1,2,1,259,662,795,579,503,Comment allez-vous ?
-1.22,0.03,0.61,-17,-36,33,252,542,694,561,467,Comment allez-vous ?
-1.07,-0.06,0.28,3,11,-10,263,668,809,613,527,Comment allez-vous ?
-1.1,0.08,0.4,10,5,-7,259,601,753,585,506,Comment allez-vous ?
-0.99,-0.06,0.19,1,4,4,267,678,803,609,517,Comment allez-vous ?
-1.04,-0.07,0.2,1,-1,4,271,681,808,608,519,Comment allez-vous ?
-1.03,-0.07,0.15,0,1,1,267,678,807,600,516,Comment allez-vous ?
-1.02,-0.09,0.16,0,0,1,268,679,807,602,517,Comment allez-vous ?
-1.15,0.03,0.45,1,-23,12,252,474,615,561,459,Comment allez-vous ?
-1.04,0.009999999,0.35,-7,-3,-2,261,657,807,636,566,Comment allez-vous ?
-1.03,-0.13,0.33,16,9,7,270,585,723,619,548,Comment allez-vous ?
-0.6,-0.8,0.24,23,47,63,251,674,841,734,737,Comment allez-vous ?
-0.9,-0.53,0.08,1,6,-36,268,686,858,820,765,Comment allez-vous ?
-0.84,-0.34,0.0,-5,18,45,309,685,864,827,775,Comment allez-vous ?
-0.89,-0.0,-0.15,-2,2,-20,272,670,780,766,655,Comment allez-vous ?
-0.91,-0.11,-0.21,-2,3,2,271,652,804,792,715,Comment allez-vous ?
-0.92,-0.12,-0.22,0,0,0,271,653,804,788,710,Comment allez-vous ?
-0.92,-0.12,-0.23,0,1,1,273,655,807,790,711,Comment allez-vous ?
-0.93,-0.12,-0.24,2,-1,1,273,655,807,791,711,Comment allez-vous ?
-0.93,-0.12,-0.21,1,0,1,272,654,807,788,711,Comment allez-vous ?
-0.93,-0.13,-0.23,1,2,-1,272,654,807,788,711,Comment allez-vous ?
-0.92,-0.13,-0.19,-2,-1,1,270,654,807,787,710,Comment allez-vous ?
-0.92,-0.15,-0.21,0,1,0,272,654,807,786,707,Comment allez-vous ?
-0.92,-0.14,-0.21,1,2,-1,272,654,807,787,707,Comment allez-vous ?
-0.92,-0.14,-0.22,1,1,0,273,655,808,787,707,Comment allez-vous ?
-0.92,-0.15,-0.2,0,0,0,273,654,808,786,707,Comment allez-vous ?
-0.91,-0.15,-0.22,-1,2,1,273,656,809,786,706,Comment allez-vous ?
-0.91,-0.12,-0.23,-3,5,1,273,651,807,786,702,Comment allez-vous ?
-0.92,-0.14,-0.23,2,-1,-1,273,654,808,786,703,Comment allez-vous ?
-0.88,-0.15,-0.23,1,1,-1,273,652,806,783,700,Comment allez-vous ?
-0.91,-0.15,-0.23,0,1,0,272,650,804,783,691,Comment allez-vous ?
-0.9,-0.15,-0.24,1,2,0,273,651,806,783,699,Comment allez-vous ?
-0.89,-0.16,-0.22,1,1,1,273,650,807,783,699,Comment allez-vous ?
-0.92,-0.15,-0.23,0,1,0,273,650,804,782,698,Comment allez-vous ?
-0.91,-0.16,-0.24,0,-1,0,273,651,806,783,699,Comment allez-vous ?
-0.9,-0.15,-0.24,1,1,0,274,653,808,780,695,Comment allez-vous ?
-0.92,-0.15,-0.22,0,0,1,274,653,807,779,695,Comment allez-vous ?
-0.92,-0.15,-0.24,1,2,0,274,653,807,779,696,Comment allez-vous ?
-0.91,-0.15,-0.24,0,1,0,274,653,807,778,695,Comment allez-vous ?
-0.9,-0.17,-0.24,2,2,1,275,654,808,780,696,Comment allez-vous ?
-0.91,-0.15,-0.25,0,0,0,274,652,808,780,695,Comment allez-vous ?
-0.91,-0.15,-0.24,1,1,0,273,651,807,777,692,Comment allez-vous ?
-0.91,-0.15,-0.24,0,0,1,272,652,807,779,694,Comment allez-vous ?
-0.91,-0.15,-0.25,1,1,1,275,652,808,779,695,Comment allez-vous ?
-0.91,-0.15,-0.25,1,1,0,275,652,808,779,695,Comment allez-vous ?
-0.91,-0.16,-0.23,1,0,0,275,655,808,779,695,Comment allez-vous ?
-0.91,-0.16,-0.24,0,1,1,274,651,807,777,692,Comment allez-vous ?
-0.91,-0.15,-0.25,0,0,1,274,651,807,777,692,Comment allez-vous ?
-0.91,-0.15,-0.26,1,1,0,274,650,807,776,691,Comment allez-vous ?
-0.91,-0.15,-0.24,0,1,0,274,651,807,777,692,Comment allez-vous ?
-0.89,-0.15,-0.25,0,0,1,276,652,807,777,691,Comment allez-vous ?
-0.91,-0.16,-0.24,1,1,1,274,652,807,776,691,Comment allez-vous ?
-0.9,-0.15,-0.24,1,0,1,275,652,807,777,691,Comment allez-vous ?
-0.91,-0.15,-0.24,0,1,0,275,652,808,777,691,Comment allez-vous ?
-0.91,-0.15,-0.25,0,0,0,275,652,807,777,691,Comment allez-vous ?
-0.91,-0.15,-0.24,0,1,1,274,652,807,777,692,Comment allez-vous ?
-0.88,-0.06,-0.07,-53,194,-6,272,649,823,751,691,Comment allez-vous ?
-0.92,-0.52,-0.009999999,-133,209,-99,289,623,780,743,660,Comment allez-vous ?
-0.92,-0.17,0.33,32,-11,30,300,627,799,745,668,Comment allez-vous ?
-1.06,0.06,0.28,8,-8,31,231,680,860,818,748,Comment allez-vous ?
-0.99,-0.15,0.34,1,0,0,275,716,856,800,749,Comment allez-vous ?
-0.99,-0.14,0.34,1,0,1,273,712,854,799,746,Comment allez-vous ?
-0.99,-0.14,0.35,0,1,1,273,713,856,801,749,Comment allez-vous ?
-0.99,-0.13,0.35,0,1,1,273,713,854,799,747,Comment allez-vous ?
-0.99,-0.14,0.34,0,1,1,274,716,856,801,748,Comment allez-vous ?
-0.99,-0.13,0.33,1,1,0,274,716,857,802,749,Comment allez-vous ?
-1.0,-0.14,0.34,0,0,0,274,716,857,801,747,Comment allez-vous ?
-1.0,-0.14,0.33,0,1,0,273,713,854,799,746,Comment allez-vous ?
-1.0,-0.13,0.33,0,0,1,275,716,857,799,747,Comment allez-vous ?
-1.0,-0.14,0.35,1,1,0,275,716,857,802,749,Comment allez-vous ?
